HiBy FC5,https://www.lazada.vn/products/hiby-ampli-tai-nghe-di-dong-hi-fi-giai-ma-mqa-the-am-thanh-type-c-i13337446899-s116553755265.html,900000
Misheng Gemini,https://www.lazada.vn/products/misheng-tai-nghe-co-day-hifi-voi-micro-cho-gaming-pc-i3278745523-s116958449545.html,600000
